Reading_ID,Timestamp,Machine_ID,Equipment_Type,Location,Shift,Temperature,Pressure,Vibration,Humidity,Voltage,Current,RPM,Power_Consumption,Machine_Status,Age_Years,Maintenance_Due,Last_Maintenance_Days,Operating_Hours,Load_Percent,Ambient_Temp,Oil_Level,Noise_Level,Uptime_Hours,Downtime_Hours,Production_Count,Defect_Count,Sensor_ID,Firmware_Version,Anomaly_Flag,Temp_Rolling_Mean,Temp_Rolling_STD,Pressure_Rolling_Mean,Vibration_Rolling_Mean,Advanced_Predicted_Anomaly
RD686511,2024-03-23 17:19:00,MCH937,Generator,Plant B,Morning,68.54,4.21,40.0,37.03,207.78,35.8,2084,8.8,Idle,3,Yes,9,3,96.9,24.86,72.44,65.71,7260,81,361,5,SEN4717,V3.9.9,0,51.92599999999978,17.95582440323587,5.506000000000034,36.96800000000006,0
RD463140,2024-03-04 01:38:00,MCH851,Hydraulic Press,Warehouse 1,Day,31.18,8.44,1.56,87.29,209.72,30.57,2475,26.42,Maintenance,8,No,90,21,38.61,24.17,87.26,60.8,3504,418,805,9,SEN2524,V5.6.8,0,53.101999999999784,15.844433407346607,5.506000000000034,32.69000000000007,0
RD483802,2024-02-03 06:57:00,MCH459,Motor,Factory 1,Morning,81.68,5.23,34.59,72.65,245.11,40.34,2551,17.76,Maintenance,6,yes,79,21,28.95,29.78,61.13,75.98,3064,180,34,7,SEN8455,V2.0.4,0,55.703999999999795,19.651155945639488,5.316000000000034,31.58600000000007,0
RD742740,2024-05-14 03:12:00,MCH911,Turbine,Unit 2,Night,69.26,8.41,26.27,38.71,241.77,35.69,1726,33.46,Running,8,no,21,6,27.5,42.26,84.68,50.74,7427,155,493,0,SEN1567,V2.1.8,0,60.02599999999978,19.812694920172866,5.742000000000035,29.63600000000007,0
RD291402,2024-04-08 00:22:00,MCH904,COMPRESSOR,Unit 1,Morning,21.73,8.83,49.48,71.62,228.68,39.65,1196,9.3,Running,17,YES,90,20,41.29,35.22,32.07,50.83,2882,349,606,10,SEN7106,V5.6.7,0,54.47799999999978,26.32216024569112,7.024000000000035,30.38000000000007,0
RD629147,2024-06-10 15:45:00,MCH852,CNC Machine,Plant A,Afternoon,79.32,7.69,33.22,60.98,211.5,40.15,2396,26.06,Faulty,10,Yes,30,8,92.31,44.38,75.6,59.25,9739,323,530,6,SEN2910,V2.0.7,0,56.63399999999979,28.140575331713503,7.720000000000034,29.02400000000007,0
RD272756,2024-02-05 15:04:00,MCH144,Motor,Plant B,Night,25.55,6.97,8.93,89.1,211.57,39.3,1708,17.88,Idle,1,NO,40,13,25.03,36.18,49.95,75.85,9355,154,787,3,SEN5378,V2.7.6,0,55.50799999999979,29.493802230296488,7.426000000000035,30.49800000000007,0
RD655538,2024-03-06 09:52:00,MCH134,Conveyor,factory 1,Afternoon,88.8,2.13,45.57,63.75,247.48,43.18,2850,44.61,Idle,2,No,73,16,50.65,43.02,63.06,91.01,9540,125,819,0,SEN5927,V2.2.6,0,56.93199999999979,31.196082606632558,6.806000000000035,32.69400000000007,0
RD693464,2024-04-18 15:50:00,MCH716,Turbine,Unit 3,Night,90.27,9.68,38.41,63.28,234.14,47.44,2457,12.86,Faulty,6,No,5,23,84.95,34.62,79.05,70.36,672,456,383,9,SEN8143,V4.8.2,0,61.13399999999979,34.51065386224729,7.060000000000033,35.122000000000064,0
RD623021,2024-02-12 16:03:00,MCH467,Hydraulic Press,Factory 1,Morning,90.32,6.49,1.1,76.11,203.85,22.91,2044,24.27,Standby,5,No,52,5,41.75,15.1,87.11,88.05,7777,178,5,8,SEN9661,V1.3.6,0,74.85199999999978,27.93819374977288,6.592000000000034,25.446000000000065,0
RD195504,2024-03-06 05:35:00,MCH533,Air Compressor,Plant C,Day,64.15,-10.0,33.37,83.5,204.67,25.65,1301,20.28,Maintenance,3,Yes,2,11,63.32,19.11,62.15,82.72,3197,278,637,5,SEN1646,V4.1.1,0,71.81799999999978,28.154549721134725,3.0540000000000336,25.476000000000067,0
RD489573,2024-05-23 05:22:00,MCH836,Conveyor,Plant C,Afternoon,66.62,4.1,46.53,43.07,244.88,30.53,2674,38.61,Idle,16,yes,4,21,28.76,22.85,77.49,50.85,6275,178,436,8,SEN9469,V2.8.5,0,80.03199999999978,13.413212516017554,2.4800000000000337,32.996000000000066,1
RD519321,2024-06-22 06:47:00,MCH407,Conveyor,Unit 3,Day,76.06,1.75,9.56,38.9,245.24,9.64,1931,2.73,Faulty,12,Yes,32,21,61.55,20.82,78.59,90.9,8640,370,817,6,SEN3017,V2.6.9,0,77.48399999999978,12.510940412289123,2.404000000000034,25.794000000000068,1
RD680932,2024-04-11 18:18:00,MCH521,Conveyor,Plant B,Night,21.34,3.59,25.87,36.09,240.6,11.32,2092,18.59,Offline,11,No,30,3,79.31,41.69,80.93,52.74,8643,189,999,9,SEN6905,V2.2.3,0,63.69799999999979,25.80936109243785,1.1860000000000341,23.28600000000007,0
RD603481,2024-03-20 02:48:00,MCH654,CNC Machine,Unit 1,Day,36.58,6.41,26.78,74.5,203.79,14.27,1971,7.2,Faulty,16,No,62,13,24.68,18.42,88.3,97.17,2359,222,543,6,SEN5171,V2.4.6,0,52.94999999999978,22.986680926132887,1.1700000000000341,28.42200000000007,1
RD996121,2024-03-26 15:46:00,MCH776,CNC Machine,Plant C,Afternoon,36.44,4.63,14.78,36.98,227.32,37.06,2788,25.98,Standby,1,NO,34,22,75.68,26.88,27.18,97.95,4929,489,852,2,SEN4472,V5.0.8,0,47.40799999999979,22.95169536221322,4.096000000000034,24.704000000000068,0
RD261364,2024-05-10 08:15:00,MCH584,Motor,Unit 2,Night,83.09,5.71,24.06,72.05,236.69,47.76,2612,36.17,Offline,15,NO,36,19,92.38,30.28,35.55,57.13,8303,290,699,9,SEN3211,V3.8.0,0,50.701999999999785,27.189029405255365,4.418000000000035,20.21000000000007,0
RD239809,2024-02-08 05:33:00,MCH448,Compressor,Unit 1,Morning,93.77,1.36,30.65,54.29,207.32,49.29,2816,3.93,Running,1,YES,36,1,58.05,43.1,61.51,49.65,2487,245,130,10,SEN6118,V5.5.9,0,54.24399999999978,32.03930757678514,4.3400000000000345,24.428000000000065,0
RD111464,2024-01-27 16:59:00,MCH105,Hydraulic Press,Unit 3,Night,21.63,4.05,2.81,87.53,237.41,47.63,2079,8.45,Faulty,20,NO,4,7,43.85,23.27,21.12,80.83,5487,249,995,10,SEN9974,V3.9.5,1,54.30199999999978,31.965027295465305,4.432000000000033,19.816000000000066,0
RD589087,2024-02-17 06:54:00,MCH632,Generator,Plant B,Afternoon,32.31,3.48,5.7,58.05,201.7,6.9,1577,18.82,Idle,8,No,0,23,40.79,16.85,70.64,85.78,7407,463,439,10,SEN8137,V3.3.8,1,53.44799999999979,32.607453442423896,3.8460000000000343,15.600000000000065,0
RD327536,2024-05-30 02:36:00,MCH997,Motor,Plant A,Day,78.69,8.45,19.54,60.94,247.54,6.02,1589,16.83,Faulty,12,NO,27,20,40.02,42.3,28.42,82.7,3778,104,77,6,SEN5874,V4.0.3,0,61.89799999999978,32.57245032231755,4.610000000000034,16.552000000000067,0
RD626092,2024-02-02 20:04:00,MCH531,CNC Machine,Warehouse 2,Night,67.86,9.53,2.25,49.04,204.49,19.83,2729,30.74,Standby,9,no,77,5,86.69,26.04,42.06,89.19,1127,209,736,10,SEN5415,V5.4.8,0,58.851999999999784,30.756755680660522,5.374000000000033,12.190000000000067,0
RD667686,2024-04-06 13:52:00,MCH579,Turbine,Plant B,Night,29.85,1.8,23.36,32.85,215.55,26.06,1925,12.56,Idle,10,YES,27,14,80.53,27.47,37.23,70.51,4088,285,745,3,SEN6608,V5.2.2,0,46.067999999999785,25.43918276988943,5.4620000000000335,10.732000000000067,0
RD876415,2024-05-28 07:52:00,MCH986,Transformer,Factory 2,Night,39.5,4.52,5.18,88.48,232.07,12.78,1204,9.16,Faulty,18,YES,39,9,79.82,15.46,58.09,78.61,9468,434,19,9,SEN7953,V2.1.5,0,49.64199999999978,22.19607780667207,5.556000000000034,21.596000000000068,0
RD796953,2024-02-07 13:19:00,MCH634,Motor,Unit 1,Afternoon,72.02,1.33,5.18,37.54,210.66,14.97,1185,1.97,Idle,11,no,75,12,48.61,40.16,40.76,41.84,9434,32,681,10,SEN6196,V3.2.6,0,57.58399999999979,21.538705392846687,5.126000000000034,21.596000000000068,1
RD151382,2024-04-18 08:22:00,MCH640,Hydraulic Press,Plant C,Day,29.4,3.81,47.73,47.43,209.66,38.08,2884,30.97,Maintenance,10,no,3,12,92.22,28.42,91.67,68.63,5387,230,727,0,SEN6069,V1.1.9,0,47.725999999999786,20.728224236529275,4.198000000000034,21.596000000000068,0
RD665839,2024-02-21 12:56:00,MCH286,Conveyor,Unit 2,Afternoon,31.07,-10.0,3.89,32.03,228.14,9.91,1015,34.17,Faulty,8,No,82,7,26.31,29.37,77.35,60.67,6441,51,920,2,SEN6810,V3.1.5,0,40.36799999999978,18.165769182719384,0.2920000000000339,21.596000000000068,1
RD397395,2024-02-28 13:21:00,MCH157,Hydraulic Press,Factory 2,Afternoon,50.67,9.66,5.33,36.6,202.24,19.55,1489,29.3,Standby,18,No,76,23,64.7,40.23,45.96,80.35,5634,183,8,10,SEN1315,V2.3.3,0,44.53199999999979,17.527043960686544,1.8640000000000339,21.596000000000068,0
RD567970,2024-05-03 12:37:00,MCH791,CNC Machine,Factory 1,Night,83.76,7.2,45.85,36.6,207.6,37.94,2921,13.09,Faulty,12,NO,64,17,20.49,22.18,54.29,45.88,7717,272,906,9,SEN2005,V3.7.3,1,53.38399999999979,24.241052576153567,2.400000000000034,21.596000000000068,1
RD782130,2024-06-06 08:43:00,MCH586,Compressor,Plant B,Day,56.6,7.54,44.37,53.75,235.54,37.32,1258,22.39,Running,18,Yes,72,6,77.08,37.86,24.73,53.0,7941,348,1000,1,SEN6495,V1.4.7,0,50.299999999999784,22.169807171011673,3.642000000000034,20.320000000000068,0
RD445084,2024-04-06 20:52:00,MCH936,Conveyor,Factory 2,Afternoon,43.43,2.61,44.37,68.6,203.88,18.46,1212,46.67,Standby,19,yes,3,20,84.69,22.52,24.78,91.72,5127,45,224,5,SEN8908,V5.8.4,0,53.10599999999979,19.602424084787106,3.402000000000034,20.320000000000068,0
RD539056,2024-03-02 07:02:00,MCH145,Hydraulic Press,Factory 1,Day,21.12,6.29,48.64,83.45,226.03,21.44,2188,26.12,Idle,17,yes,67,24,81.72,36.29,62.15,49.92,9769,48,3,9,SEN7872,V2.4.6,0,51.11599999999979,22.664611843132036,6.660000000000034,20.320000000000068,0
RD616885,2024-03-24 08:16:00,MCH964,Compressor,Factory 2,Afternoon,64.79,4.1,1.52,59.49,235.12,10.07,1568,44.1,Offline,17,NO,16,10,68.28,17.78,55.02,67.8,9651,42,814,9,SEN1658,V5.6.7,0,53.93999999999979,23.46083438413566,5.548000000000034,20.320000000000068,0
RD399222,2024-01-21 23:17:00,MCH223,Robot,Warehouse 2,Night,87.77,2.66,17.07,52.79,240.31,17.61,1941,2.96,Maintenance,3,no,48,12,78.68,44.89,30.52,66.72,6824,377,911,7,SEN8013,V1.5.7,0,54.74199999999978,24.76723379790004,4.640000000000034,20.320000000000068,0
RD891175,2024-05-11 18:34:00,MCH273,Transformer,Factory 2,Day,57.02,6.33,-10.0,33.7,206.03,33.91,2424,38.13,Standby,18,Yes,57,1,91.7,16.87,30.83,57.29,6329,416,845,5,SEN2188,V5.6.0,0,54.82599999999978,24.775821479818628,4.398000000000033,20.320000000000068,0
RD177607,2024-04-11 11:30:00,MCH689,Transformer,Plant B,MORNING,76.21,7.96,34.4,44.11,217.05,30.61,1253,8.42,Faulty,15,NO,60,4,68.59,16.38,51.24,85.44,6158,101,264,10,SEN2992,V5.1.8,0,61.38199999999979,25.337059221619317,5.468000000000034,18.326000000000068,0
RD361210,2024-03-23 19:34:00,MCH796,Conveyor,Warehouse 2,Morning,21.24,3.77,45.99,79.83,242.61,41.38,2383,28.43,Faulty,1,no,13,5,47.86,19.05,25.24,60.81,5391,356,308,8,SEN5620,V3.1.3,1,61.40599999999978,25.289399557914468,4.964000000000033,17.796000000000067,0
RD695362,2024-04-13 23:34:00,MCH229,Conveyor,Unit 1,Morning,60.8,5.67,32.29,89.01,241.13,28.6,1085,33.73,Faulty,15,NO,85,1,93.62,16.44,28.76,63.41,393,138,879,0,SEN8613,V1.5.9,0,60.60799999999978,25.218776140008146,5.278000000000034,23.950000000000067,0
RD483128,2024-01-19 11:03:00,MCH494,Turbine,Warehouse 1,Night,26.45,4.63,26.41,69.94,217.61,38.24,1278,45.72,Standby,8,YES,57,6,29.06,20.16,88.66,45.71,1019,395,443,3,SEN8012,V2.4.3,0,48.34399999999978,23.563281392875645,5.672000000000034,25.81800000000007,0
RD827355,2024-03-16 22:15:00,MCH381,Robot,Unit 1,Afternoon,22.0,6.83,39.07,40.72,247.09,19.65,2185,42.4,Faulty,15,no,5,23,64.95,24.85,22.55,69.65,7508,283,683,0,SEN8798,V4.2.9,0,41.339999999999776,25.467460611530097,5.772000000000034,35.63200000000007,0
RD578739,2024-05-13 20:38:00,MCH996,Transformer,Warehouse 2,Morning,88.32,5.32,27.41,46.97,202.15,43.66,2042,26.29,Idle,1,YES,44,6,88.19,17.42,47.03,87.95,6436,158,815,9,SEN8405,V4.8.6,1,43.76199999999979,29.817106164076986,5.2440000000000335,34.234000000000066,0
RD235505,2024-01-27 05:16:00,MCH733,Generator,Unit 2,Night,56.18,6.07,17.83,42.76,231.62,10.47,2577,28.12,Standby,20,NO,88,13,83.78,18.09,45.91,43.28,1044,148,883,5,SEN8084,V1.3.8,1,50.74999999999978,27.198551432012707,5.704000000000034,28.60200000000007,0
RD490192,2024-02-22 13:38:00,MCH833,Motor,Warehouse 1,Day,96.83,2.64,35.8,62.95,249.41,20.27,2446,35.16,Standby,10,Yes,87,16,71.2,37.79,58.4,74.11,1467,293,995,0,SEN5260,V3.2.8,0,57.95599999999979,34.35759202854361,5.098000000000034,29.304000000000066,0
RD792546,2024-02-12 23:22:00,MCH566,Motor,Factory 2,Night,78.9,7.43,12.36,47.76,202.77,24.49,2125,16.05,Offline,2,yes,71,15,93.12,37.2,34.41,67.26,4351,202,875,10,SEN5825,V5.7.8,0,68.44599999999978,30.073240264391988,5.658000000000034,26.494000000000067,0
RD267653,2024-05-14 02:46:00,MCH539,Compressor,Warehouse 2,Night,56.44,5.18,20.61,58.32,213.17,22.2,1802,11.9,Offline,20,yes,40,9,86.52,26.92,63.66,78.96,9288,203,607,1,SEN8364,V5.7.0,0,75.33399999999979,18.48843909041134,5.328000000000033,22.802000000000067,0
RD440663,2024-05-23 16:25:00,MCH479,Turbine,Plant B,Afternoon,31.38,5.59,48.5,54.96,245.13,26.45,2034,22.47,Offline,14,Yes,85,10,87.73,15.96,50.97,40.64,9785,293,853,8,SEN2324,V3.0.4,0,63.945999999999785,24.91071416077521,5.382000000000033,27.020000000000067,0
RD702518,2024-01-13 05:10:00,MCH350,Pump,Factory 1,Day,71.27,9.03,45.47,54.96,224.91,22.28,1134,9.26,Maintenance,3,NO,10,9,86.66,32.74,20.51,51.3,3889,360,17,2,SEN2961,V5.0.5,0,66.96399999999979,24.647329064218045,5.974000000000034,32.54800000000007,0
RD917258,2024-06-27 02:11:00,MCH427,Conveyor,Plant A,Afternoon,93.59,6.04,11.22,37.24,226.67,41.24,1246,31.04,Idle,2,No,65,0,35.23,26.08,36.46,89.61,4184,225,753,3,SEN2791,V2.9.5,0,66.31599999999978,23.689817010687257,6.654000000000034,27.63200000000007,0
RD124989,2024-05-30 13:21:00,MCH634,Conveyor,Unit 2,Morning,71.09,7.45,1.48,84.42,239.31,10.21,1918,9.89,Running,5,no,81,16,75.5,19.21,20.44,84.49,8040,164,109,9,SEN1684,V4.0.2,0,64.75399999999978,22.896858518142764,6.658000000000032,25.456000000000067,0
RD646723,2024-01-28 17:15:00,MCH685,Compressor,Unit 2,Night,86.91,6.82,30.95,66.9,248.64,40.49,1725,3.57,Standby,6,yes,34,7,96.96,17.75,33.4,44.45,3985,3,385,0,SEN9233,V3.6.6,0,70.84799999999979,24.151325429463466,6.986000000000033,27.52400000000007,0
RD460762,2024-01-18 23:40:00,MCH460,Turbine,Warehouse 2,Day,43.38,4.71,1.42,57.4,244.55,21.14,2398,39.29,Maintenance,15,NO,81,8,81.49,19.82,64.68,91.81,5373,379,410,5,SEN3818,V4.1.5,0,73.24799999999979,19.37210675171519,6.810000000000033,18.108000000000068,0
RD489759,2024-03-09 21:33:00,MCH715,Hydraulic Press,Unit 2,Day,32.84,2.03,13.45,87.47,248.66,26.46,1651,10.84,Maintenance,6,yes,85,2,100.0,16.8,72.62,58.04,1094,15,826,9,SEN5669,V1.6.2,0,65.56199999999978,26.620645559412093,5.410000000000034,11.704000000000068,1
RD124798,2024-03-21 05:57:00,MCH527,Turbine,Plant C,Night,41.33,7.42,2.47,38.38,238.08,22.24,2906,47.71,Faulty,8,yes,13,21,46.76,43.36,49.25,68.82,7477,220,585,2,SEN4723,V2.0.6,0,55.109999999999786,22.85844811004989,5.686000000000034,9.954000000000068,0
RD198200,2024-04-07 08:51:00,MCH128,Turbine,Unit 3,Morning,51.46,8.79,13.08,63.26,201.62,40.85,1265,45.54,Offline,19,YES,81,13,72.85,21.71,78.28,40.47,8585,424,267,9,SEN2776,V3.7.0,0,51.183999999999784,21.041205526296302,5.9540000000000335,12.274000000000068,1
RD665880,2024-03-19 08:59:00,MCH561,CNC Machine,Plant B,Afternoon,50.91,6.39,20.8,35.09,248.61,23.04,1489,11.08,Running,13,YES,16,7,66.55,40.24,83.54,95.19,5373,266,807,3,SEN9320,V3.6.8,0,43.98399999999978,7.672309300324105,5.868000000000033,10.244000000000067,1
RD536682,2024-04-22 05:51:00,MCH551,Compressor,Warehouse 2,Afternoon,55.46,8.27,22.99,64.62,245.08,47.5,-500,43.65,Standby,17,NO,22,20,27.91,19.88,73.25,65.07,699,241,863,5,SEN2154,V4.7.8,0,46.399999999999785,9.187026178249441,6.580000000000034,14.558000000000067,1
RD177045,2024-03-17 20:59:00,MCH921,Compressor,Factory 1,Morning,28.16,7.38,28.97,76.09,234.74,17.34,2067,45.79,Standby,9,No,45,0,59.85,23.34,41.32,46.98,2199,52,686,6,SEN1823,V4.4.9,0,45.463999999999785,10.977810801787406,7.650000000000034,17.66200000000007,0
RD275404,2024-06-07 11:27:00,MCH359,Transformer,Unit 3,Morning,64.26,6.78,43.4,87.58,208.04,11.24,2015,37.68,Maintenance,2,yes,66,10,28.34,15.77,36.43,93.57,4927,315,742,4,SEN3815,V5.2.9,0,50.049999999999784,13.351891251798067,7.522000000000034,25.84800000000007,0
RD459710,2024-03-04 09:46:00,MCH914,Robot,Plant B,Afternoon,95.56,8.61,22.85,37.9,226.4,40.95,1077,1.63,Running,14,No,55,24,23.53,35.02,40.37,83.24,1598,449,429,7,SEN2716,V5.4.1,0,58.86999999999979,24.46069295829218,7.486000000000033,27.802000000000067,1
RD996302,2024-06-01 19:29:00,MCH213,Hydraulic Press,Plant B,Morning,24.2,7.46,37.33,52.26,226.4,26.95,2055,40.64,Offline,5,No,42,18,37.45,21.95,29.68,44.31,3276,391,289,9,SEN3275,V4.3.3,0,53.52799999999978,29.108694920931153,7.700000000000034,31.108000000000068,0
RD982769,2024-01-13 11:32:00,MCH383,CNC Machine,Plant B,Day,61.24,8.95,9.13,55.82,218.77,14.28,2791,39.0,Standby,2,yes,73,18,93.16,17.89,28.45,88.84,6825,494,564,5,SEN7463,V4.0.4,1,54.683999999999784,29.318616611290572,7.836000000000034,28.33600000000007,0
RD993876,2024-04-26 14:39:00,MCH195,Generator,Unit 2,Night,23.84,8.89,46.47,47.87,211.65,38.41,1811,1.96,Maintenance,18,yes,32,5,31.25,39.33,47.67,72.14,4937,322,199,8,SEN8682,V1.7.0,1,53.81999999999979,30.341483154253407,8.138000000000034,31.83600000000007,0
RD884398,2024-05-18 10:45:00,MCH686,Generator,Factory 1,Night,73.83,7.27,44.48,58.05,225.68,23.34,2793,26.49,Running,6,NO,39,8,81.39,40.92,59.26,59.25,5407,470,414,10,SEN6593,V1.0.2,0,55.73399999999979,31.44643032205474,8.236000000000034,32.05200000000006,0
RD643061,2024-06-28 15:17:00,MCH393,Turbine,Unit 2,Night,-999.0,7.27,19.13,60.58,239.43,28.74,1005,21.62,Running,2,Yes,20,4,45.73,28.69,28.88,40.26,7828,484,159,4,SEN8592,V3.4.7,0,-163.1780000000002,467.76620594053156,7.968000000000035,31.308000000000067,1
RD963993,2024-02-05 10:49:00,MCH163,Compressor,Unit 3,Day,74.16,4.12,30.73,56.06,207.25,7.67,1777,8.24,Maintenance,1,NO,40,2,40.67,35.98,29.16,91.15,4867,46,810,1,SEN2458,V2.6.5,0,-153.1860000000002,473.2706690467938,7.3000000000000345,29.988000000000067,1
RD187546,2024-03-15 11:05:00,MCH798,Robot,Unit 2,Day,88.56,9.25,6.45,52.0,242.24,47.84,1765,13.51,Standby,2,YES,82,1,79.28,22.34,95.61,40.48,1825,148,384,2,SEN7541,V1.3.6,0,-147.7220000000002,476.51176461867107,7.360000000000033,29.452000000000066,1
RD407792,2024-01-15 14:21:00,MCH286,Compressor,Plant A,Afternoon,84.85,2.23,45.77,75.95,240.57,12.05,2380,15.55,Maintenance,3,Yes,83,5,48.07,23.38,95.61,58.55,298,473,503,0,SEN4660,V3.5.9,0,62.24199999999979,24.280742781057555,6.028000000000034,29.31200000000007,0
RD834100,2024-06-21 08:28:00,MCH284,Robot,Factory 2,Morning,84.85,1.68,29.29,78.7,215.15,47.94,1278,14.79,Running,1,YES,85,20,63.51,23.54,74.68,57.01,152,168,112,7,SEN1547,V3.0.1,1,62.24199999999979,24.280742781057555,4.910000000000034,26.27400000000007,0
RD276013,2024-04-05 18:22:00,MCH290,Motor,Plant A,Morning,36.94,5.22,32.42,39.27,202.21,12.28,2244,18.12,Faulty,11,No,53,7,31.45,27.03,83.57,67.27,4404,274,954,6,SEN5422,V3.7.5,0,62.24199999999979,24.280742781057555,4.500000000000034,28.932000000000066,0
RD120701,2024-03-28 01:03:00,MCH442,Compressor,Warehouse 2,morning,44.81,2.36,35.39,57.26,213.67,40.2,1471,17.59,Standby,14,no,62,7,68.82,34.51,91.32,84.78,7989,252,14,3,SEN2126,V2.7.2,0,62.24199999999979,24.280742781057555,4.148000000000033,29.864000000000072,0
RD502573,2024-05-06 15:58:00,MCH338,Turbine,Warehouse 1,Afternoon,91.02,8.55,39.72,76.11,215.76,22.72,2914,37.84,Maintenance,17,yes,17,20,26.38,31.34,59.66,64.43,3900,389,906,2,SEN4816,V5.3.0,1,62.24199999999979,24.280742781057555,4.008000000000034,36.51800000000007,0
RD571249,2024-03-20 14:26:00,MCH758,Transformer,Unit 2,Afternoon,53.59,7.47,-100.0,31.79,235.65,12.84,1165,41.58,Offline,20,Yes,64,9,62.25,23.73,75.97,41.9,3565,164,281,2,SEN8082,V4.7.9,0,62.24199999999979,24.280742781057555,5.056000000000035,7.3640000000000665,1
RD509850,2024-01-08 02:08:00,MCH943,CNC Machine,Plant B,Night,99.71,1.74,1.98,30.01,246.13,40.53,2837,29.87,Offline,17,Yes,78,9,31.09,28.87,88.19,49.44,8535,49,508,9,SEN4666,V3.0.6,0,65.2139999999998,28.314233699676205,5.068000000000034,1.9020000000000699,1
RD303282,2024-02-05 19:39:00,MCH557,Hydraulic Press,Warehouse 2,Afternoon,500.0,4.57,23.33,33.23,201.94,33.0,2686,47.08,Offline,5,no,78,20,97.66,35.13,43.72,51.18,1509,290,330,5,SEN9680,V1.1.9,0,157.8259999999998,192.71826413186665,4.938000000000034,0.08400000000006927,1
RD189223,2024-03-07 04:01:00,MCH654,Conveyor,Plant C,Morning,56.91,9.54,12.45,33.37,230.11,19.7,1604,11.0,Faulty,4,Yes,15,22,94.5,23.29,41.63,53.07,6056,390,44,9,SEN9837,V1.9.9,1,56.9339999999998,22.97201406058855,6.374000000000034,-4.503999999999932,1
RD830749,2024-03-01 11:31:00,MCH422,Turbine,Unit 3,Night,56.91,9.3,19.87,70.14,202.11,23.67,1707,22.49,Offline,16,NO,15,9,49.93,16.12,61.93,97.06,4371,193,159,5,SEN6535,V5.1.0,0,56.9339999999998,22.97201406058855,6.524000000000035,-8.47399999999993,0
RD106366,2024-03-29 15:57:00,MCH304,Transformer,Factory 2,Night,36.03,4.43,7.87,68.46,206.94,31.92,2012,30.15,Idle,14,no,31,23,80.78,34.69,47.7,88.49,4211,163,302,8,SEN7787,V5.5.5,0,56.9339999999998,22.97201406058855,5.916000000000034,13.100000000000069,0
RD559121,2024-02-18 07:08:00,MCH618,Pump,Plant C,Afternoon,88.05,9.69,41.73,76.66,239.93,34.21,1905,1.29,Running,5,no,0,21,33.3,23.71,34.86,65.84,759,217,436,9,SEN8264,V3.8.1,0,56.9339999999998,22.97201406058855,7.506000000000034,21.050000000000068,0
RD655181,2024-04-11 17:14:00,MCH717,Robot,Warehouse 1,Morning,69.92,8.86,36.5,54.75,249.53,13.02,2040,14.81,Idle,6,no,59,13,62.99,23.45,83.99,53.72,6695,15,905,2,SEN6812,V3.2.6,0,56.9339999999998,22.97201406058855,8.364000000000035,23.684000000000072,0
RD425766,2024-01-04 21:42:00,MCH957,Transformer,Unit 3,Day,33.76,2.41,37.01,67.47,205.86,9.26,2076,28.5,Faulty,19,yes,89,3,82.7,18.2,69.52,44.86,868,469,767,5,SEN3653,V1.4.8,0,56.9339999999998,22.97201406058855,6.9380000000000335,28.59600000000007,0
RD421661,2024-03-17 15:28:00,MCH313,Robot,Plant A,Day,33.86,9.58,3.73,86.08,217.45,17.93,1163,10.02,Running,13,yes,34,21,64.5,16.46,76.04,71.48,6622,438,314,8,SEN7421,V5.7.1,0,52.3239999999998,25.184331041341483,6.9940000000000335,25.36800000000007,0
RD169061,2024-02-15 10:11:00,MCH918,Pump,Unit 1,Morning,61.68,6.51,22.13,69.36,223.01,23.55,1601,17.61,Maintenance,12,Yes,18,7,61.87,28.93,27.06,98.68,2421,98,881,5,SEN6406,V4.7.2,0,61.96799999999979,11.767415604111202,7.410000000000034,28.220000000000073,0
RD307561,2024-06-09 14:00:00,MCH322,Turbine,Unit 2,Morning,61.68,4.0,41.55,41.42,239.49,35.87,2173,12.72,Standby,2,0,38,7,61.87,39.41,94.07,80.76,3241,188,99,0,SEN8804,V1.9.5,0,61.96799999999979,11.767415604111202,6.272000000000034,28.184000000000072,0
RD975492,2024-04-09 11:28:00,MCH458,Pump,Unit 2,Afternoon,50.32,1.12,2.07,51.74,227.56,49.51,2205,1.77,Running,6,No,59,1,29.18,36.22,67.51,64.6,9262,222,93,9,SEN5905,V4.7.1,0,61.96799999999979,11.767415604111202,4.724000000000034,21.298000000000066,0
RD478195,2024-01-12 19:08:00,MCH811,Compressor,Plant B,Night,61.19,9.13,13.44,34.6,210.02,43.86,1345,2.58,Offline,15,YES,69,22,54.03,32.39,26.95,56.14,3080,308,555,5,SEN8445,V2.9.6,0,61.96799999999979,11.767415604111202,6.068000000000035,16.584000000000067,0
RD552617,2024-01-29 09:05:00,MCH600,Transformer,Plant C,Day,55.35,2.05,38.3,63.45,243.68,43.61,2679,32.41,Running,10,yes,62,3,58.1,18.96,53.65,58.23,5850,175,539,10,SEN1384,V2.1.1,0,61.96799999999979,11.767415604111202,4.562000000000035,23.49800000000007,0
RD893581,2024-01-31 08:20:00,MCH824,Pump,Plant B,Morning,81.3,1.02,39.95,41.95,239.58,44.14,2291,32.92,Maintenance,11,YES,29,5,94.45,42.54,57.55,61.11,2423,227,769,1,SEN1958,V5.9.2,0,61.96799999999979,11.767415604111202,3.464000000000035,27.06200000000007,0
